Stance,Tweet
0,"a great way to have a visual reminder of the plans, goals &amp; visions you have"
0,"dave is a real man of god. he has given me the liberty to be all that god wants me to be, and he has said, “i am your covering.”"
1,no fed $$ can be used for #abortion b/c of #hyde. i oppose gop's effort to restrict #reprorights &amp; tell women what won't be covered
-1,Love Wins? No it didn't. Love won't truly win until there is an end to abortion. Unborn babies deserve love too.
-1,@notmuchelse you want the freedom to murder a baby. Rip them limb by limb. No change in subject by me.Libertarian
0,#family matters and a good working #marriage keeps it strong!
0,"""i have a dream"" that #scotus #potus #congress or anyone with power to #invalidateelection &amp; call for #specialelection to"
0,president @realdonaldtrump's commitment to securing our nation was supported by a unanimous ruling by the supreme court.
-1,Gay Marriage & Murdering the Unborn will always be a SIN in GODS eyes. .
0,"yeah, works both ways, very terrible that #senate #gop didn't #doyourjob and show up and respect #scotus nom merrick garland. @citizensfedup"
1,a great post-#womensmarch read: where do we go from here as #reprorights activists? @rewire_news
0,i'm deeply troubled by #scotus' decision to allow portions of the refugee &amp; muslim ban to move forward. my office remains open for everyone
0,here at #scotus to add our voice to the chorus of
1,a timely reminder of why we must protect #abortionrights @abortion_rights @cerianjenkins
1,"@BuhayIpaglaban @laurawrpie Every time I ""discuss"" with ""#prolife"" it reaffirms my belief that #antichoice are complete idiots."
-1,when abortion suddenly stopped making sense:
-1,the test of courage in a man: #chooselife! rt @catholicsfollow
1,incredibly disappointing news from ni court of appeal. majority says #abortionrights a political decision.time for @stellacreasy to step in!
0,proposed guidance 2 implement the #scotus #muslimban order is deeply troubling &amp; excludes those w/connections to us.
0,the amount of #scotus side eye here is beyond words.
0,icymi: audio/transcript of my intv w/ dem sen @chrismurphyct and why #thereidrule guarantees peotus @realdonaldtrump his #scotus nominee
0,"""love is the greatest virtue of the heart""—frank lloyd wright #lovewins @guggenheim"
1,"without consent @itgalzpodcast used rosemary's story to exacerbate #rapeculture , victim blame &amp; show us their internalised misogyny"
-1,".@JessieLosch There is no such thing as a ""safe & alive"" abortion because every abortion that goes as intended leaves >= 1 dead"
-1,mt @marylene58: so beautiful and angelic. please .
0,marriage equality passes in germany. so proud! ‍
0,claims against bill pryor's conservative bona fides are simply wrong.
1,america must always defend women’s #reprorights &amp; the millions who'd be left without care if @ppact is defunded. rt to
0,at #scotus w some of the @theccr crew for ziglar v. abbasi
0,congratulations to the stunning @thando_thabethe on her engagement!
1,"as a man, i'm proud to stand with women and their right to personal autonomy."
-1,mt @patriotjewelusa: we must make the womb safe again!
1,"america may love #rapeculture, but the #universe don't:"
-1,#trainspottinglive was amazing! go see it .
1,Helping achieve repro. justice 1 step @ a time.
0,.@senschumer and now this from senate dems on
0,"Any asshat ""protesting"" against #SofiaVergara is a disgrace to the entire Women's Rights movement. Live and let live."
1,"cash us outside, @gop"
-1,washington state named the “least pro-life state” in the united states
0,@robertbtracy @tee_quake @bud_doggin @big_carsonrocks @jim_peoples_ @soldierjohn @cnn @federalist_pa @ten_gop why #fakenews: bill legalized media monopolies #scotus enabled media lying clintons stacked the anchor desks then obama legalized propaganda
1,#victimblaming places responsibility on the victim &amp; detracts responsibility from the perpetrator.
0,"#scotus declined to take up texas’ voter id appeal this week, but texas officials will likely appeal again."
-1,unborn life_restore true values!
-1,@SenTedCruz Great job on @TODAYshow. #Scotus should have been eliminated 41 years ago when they called for the murder of children.
-1,occasionally you have to let your hair down. 4 glasses of @jackdanielsuk honey has helped me achieve that.
0,it was about time that in the hispanic/latino community we talked more about this and i'm so happy to support it @jossieochoatv
-1,"and in the us, we're too used to cause death to the unborn, through abortion. but there's a way to stop it: be part of ."
0,happy #pride to all those going today in london
0,@exoticgamora @dumbledore2017 @tonks2017 @nebula_gotg_17 @drbashir2017 @mmpadellan @kidcasteel @77captainmarvel @txmockingjay @rulingvenus ultra conservative #scotus dissenting opinion in #aca ruling essentially stated that #skinnyrepeal impossible
0,enca | #marriage and #divorce statistics for 2015 released
0,"@appellatedaily a tantalizing glimpse of pacer for #scotus: a drop-down menu captioned ""case documents."" oh, to be able to right-click and download filings."
0,"not sure abt dramatic rebuke sessions saw in #scotus #travelban ruling, but he teed up nationwide injunction issue"
1,"follow @projshiloh - an important collaboration between @unishefsiibs, @leedstrs and @aucktheorel"
-1,"PlannedParentHood, their agenda is all about the money. Killing babies is big business & minority genocide is the result."
-1,this is what the world looks like when a young mother is #prolife snapchat: churchpop
-1,"for 10 years now, @students4lifehq has helped educate a #prolifegen &amp; defended the most fundamental human right, the right to life."
-1,together we will end #abortion! #whywemarch gen
1,"a2: gender inequity, norms and stereotypes further perpetuates and is a leading root cause to"
0,"looks like my wapo piece on #scotus telling voters they can wait for relief made it to ground zero, @newsobserver"
1,"""we know gorsuch has ruled terribly on #reprorights &amp; rights for trans people. and we #resist &amp; #weobject!"" @thetaskforce"
1,It is not Pro-Life if you ignore life of the pregnant woman; that includes physical/mental health.IsProLife
0,@sarahjanejarmy @jamesarthur23 #jarmy family is growing all the time!
-1,"we were #blessed to adopt this little guy through foster care. i have a son, he is everything to me."
0,"love always wins! if a man loves a man, or a woman loves a woman, i support it"
-1,all my thoughts and prayers are with those out fighting for life today!
-1,want oregon to stop funding abortions with state tax dollars? here's how you can have a say: -- gen
0,“the supreme court sets a new precedent on the death penalty and disability” by @lollardfish
0,"everyone has the right to an opinion, not the right to harm the helpless. jesus kicked the greedy merchants out of the temple."
0,"for too long, supreme court justices have ruled based on their policy preferences instead of the text of the constitution."
0,"chief justice roberts opines on technology, politics and the supreme court. learn more:"
0,protest at #scotus by democratic congresspeople and senators. happening now!
1,".@potus says he respects women, then imposes #trumpglobalgag rule denying #reprorights worldwide."
0,happy 4th of july!
0,#scotus @ussupremecourt how long do you intend to be quiet? you are letting this lunatic destroy our republic! speak cowards!
-1,psa: tax dollars should not go to clinics that provide abortion.
0,"just in: #scotus denies stay of execution for taichin preyor, set to be executed by texas tonight."
-1,"@ppact is super proud of their 300 campus groups. well, we have over 1,140. the #prolifegen is winning."
1,what we lose when we give awards to men like
0,"Abstinence spokesmodel and brawler, Bristol Palin is pregnant and not at all happy about it. Poor little rich girl!"
1,da spokesperson @csbowman responds to victims saying the office doesn't prosecute rape enough w/ a taunt
-1,"in my vida loca, i never choose between @ricky_martin or @kateupton. i choose @ricky_martin and @kateupton."
0,protestors are continuing to gather in front of
-1,a big thank you to @clcyouthprolife for organizing the #marchforlife candlelight vigil
0,@florianalima i got you boo. zero tollerance for discrimination of any kind today and every other day my sweet friend.
1,#maga #trumptrain #americafirst #faith is beautiful. this hate?murder? #rapeculture ? is fear control not faith.#sociopaths aka
1,entrenched #rapeculture. wonder how many staff didn't challenge it? #endvaw @rapecrisisnn @svccork @madblack65
1,we're proud to have campaigned for #abortionrights for all women in uk alongside @bpas @fpacharity @stellacreasy @amnesty. congrats to all!
1,Watching teen mom and watching Farrah be a bitch makes me believe in abortion that much more.
0,"near future: russia spec council robert mueller indicts 18 @realdonaldtrump admin members, including trump, triggering a #scotus lawsuit."
0,"@markdice heterophobia is not a thing. ""liberals"" aren't the issue. heteros minimizing real struggle of minorities is the problem."
1,"@toby_dorena Pregnant people have more than heartbeats. They have feelings, and the ability to make decisions about their health."
